type,match_level,section,docId,title,present_in,missing_in,source_lang,bytes,match_lang,match_docId,match_score
UNIQUE,UNIQUE,fpt-key-vault,"Secret-management","Secret management",en,vi+ja,en,252,,"",
UNIQUE,UNIQUE,fpt-key-vault,"View-and-Update-Secret-information","Secret情報を表示・更新する",en+ja,vi,ja,928,,"",
UNIQUE,UNIQUE,fpt-kubernetes-engine-with-gpu,"fpt-kubernetes-engine-with-gpu","Fpt Kubernetes Engine With Gpu",en+vi,ja,vi,3940,,"",
UNIQUE,UNIQUE,fpt-message-bus,"Create-queues","Create Queues",en,vi+ja,en,847,,"",
UNIQUE,UNIQUE,fpt-message-bus,"Delete-queues","Delete Queues",en,vi+ja,en,415,,"",
UNIQUE,UNIQUE,fpt-message-bus,"Manage-Queues","Manage Queues",en,vi+ja,en,268,,"",
UNIQUE,UNIQUE,fpt-message-bus,"Manage-topics","Manage Topics",en,vi+ja,en,320,,"",
UNIQUE,UNIQUE,fpt-message-bus,"Send-Receive-messages-in-queues","Send and receive messages in queues",en,vi+ja,en,871,,"",
UNIQUE,UNIQUE,fpt-message-bus,"View-queues","View Queues",en,vi+ja,en,501,,"",
UNIQUE,UNIQUE,fpt-message-bus,"fpt-message-bus","FPT Message Bus",en,vi+ja,en,124,,"",
UNIQUE,UNIQUE,fpt-object-storage,"fpt-object-storage","FPT Object Storage",en,vi+ja,en,112,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-access-key-management","Access key management",en,vi+ja,en,3001,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-bucket-config","A. Tạo Lifecycle Rule mới",en+vi,ja,vi,12543,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-bucket","Create a bucket",en+vi,ja,en,3618,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-object","Quản lý object",en+vi,ja,vi,4191,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-permissions","Edit object permissions (ACL)",en+vi,ja,en,5465,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-subuser-management","Subuser management",en,vi+ja,en,2838,,"",
UNIQUE,UNIQUE,fpt-object-storage,"tutorials-using-object-storage-on-fpt-portal","Use Object Storage on FPT Portal",en,vi+ja,en,306,,"",
UNIQUE,UNIQUE,gateway,"gateway","Gateway",en+vi,ja,vi,409,,"",
UNIQUE,UNIQUE,global-search,"global-search-usage","グローバル検索の使い方",en+ja,vi,ja,3378,,"",
UNIQUE,UNIQUE,gpu-container,"gpu-container","GPU Container",en+vi,ja,vi,613,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"access-to-servers","Access To Servers",en+vi,ja,vi,3711,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"block-storage","Block Storage",en+vi,ja,vi,9039,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"create-a-gpu-vm","Create A Gpu Vm",en+vi,ja,vi,5915,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"create-a-security-group","Create A Security Group",en+vi,ja,vi,7127,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"create-a-snapshot","Create A Snapshot",en+vi,ja,vi,2669,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"create-a-subnet","Create A Subnet",en+vi,ja,vi,2637,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"custom-images","Custom Images",en+vi,ja,vi,1265,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"faq","Faq",en+vi,ja,vi,4642,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"floating-ip","Floating Ip",en+vi,ja,vi,5259,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"fpt_images","Fpt_Images",en+vi,ja,vi,1089,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"gpu-virtual-machine-en","GPU Virtual Machine",en+vi,ja,vi,166,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"manage-gpu-vms","Manage Gpu Vms",en+vi,ja,vi,3111,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"monitor-gpu-vms","Monitor Gpu Vms",en+vi,ja,vi,1276,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"overview","Overview",en+vi,ja,vi,2531,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"pfsense-network-gateway","Pfsense Network Gateway",en+vi,ja,vi,6182,,"",
UNIQUE,UNIQUE,gpu-virtual-machine-en,"quick-start","Quick Start",en+vi,ja,vi,3435,,"",
UNIQUE,UNIQUE,huong-dan-su-dung-grafana,"huong-dan-su-dung-grafana","Hướng dẫn sử dụng Grafana",en+vi,ja,vi,757,,"",
UNIQUE,UNIQUE,iam,"Create an account and access the invited VPC","Create An Account And Access The Invited Vpc",en,vi+ja,en,661,,"",
UNIQUE,UNIQUE,iam,"Create-a-Role-and-Assign-Permissions-to-the-Role","Create A Role And Assign Permissions To The Role",en,vi+ja,en,2364,,"",
UNIQUE,UNIQUE,iam,"Delete IP access record.","Delete Ip Access Record.",en,vi+ja,en,409,,"",
UNIQUE,UNIQUE,iam,"Initial Setup","Thiết lập ban đầu",en+vi,ja,vi,920,,"",
UNIQUE,UNIQUE,iam,"Invite new IAM users","Invite New Iam Users",en,vi+ja,en,1095,,"",
UNIQUE,UNIQUE,iam,"Manage IAM Users","IAM",en,vi+ja,en,500,,"",
UNIQUE,UNIQUE,iam,"Role-Overview","Role overview",en+vi,ja,vi,491,,"",
UNIQUE,UNIQUE,iam,"initial-setup","初期設定",en+ja,vi,ja,938,,"",
UNIQUE,UNIQUE,iam,"manage-user-groups","User Group management",en,vi+ja,en,572,,"",
UNIQUE,UNIQUE,iam,"role-overview","Role概要",en+ja,vi,ja,527,,"",
UNIQUE,UNIQUE,incident-management,"configure-incident-settings","Settings の設定",en+ja,vi,ja,302,,"",
UNIQUE,UNIQUE,incident-management,"create-incident","インシデントの作成",en+ja,vi,ja,1696,,"",
UNIQUE,UNIQUE,incident-management,"incident-management-overview","Incident Management",en,vi+ja,en,592,,"",
UNIQUE,UNIQUE,incident-management,"manage-incidents","インシデントの管理",en+ja,vi,ja,585,,"",
UNIQUE,UNIQUE,load-balancer,"add-external-member","ロードバランサーへの外部メンバーの追加",en+ja,vi,ja,1407,,"",
UNIQUE,UNIQUE,load-balancer,"allow-ip-cidr","許可 IP/CIDR の設定",en+ja,vi,ja,2035,,"",
UNIQUE,UNIQUE,load-balancer,"configure-health-check","ヘルスチェックの設定",en+ja,vi,ja,2318,,"",
UNIQUE,UNIQUE,load-balancer,"configure-sni","ロードバランサーでの SNI の設定",en+ja,vi,ja,4429,,"",
UNIQUE,UNIQUE,load-balancer,"configure-timeout","タイムアウトの設定",en+ja,vi,ja,932,,"",
UNIQUE,UNIQUE,load-balancer,"create-listener","リスナーの作成・更新・削除",en+ja,vi,ja,3322,,"",
UNIQUE,UNIQUE,load-balancer,"create-load-balancer","ロードバランサーの作成",en+ja,vi,ja,5424,,"",
UNIQUE,UNIQUE,load-balancer,"create-server-pool","サーバープールの作成",en+ja,vi,ja,3842,,"",
UNIQUE,UNIQUE,load-balancer,"enable-hsts","HTTPS リスナーでの HSTS の有効化",en+ja,vi,ja,1595,,"",
UNIQUE,UNIQUE,load-balancer,"import-ssl-certificate","SSL 証明書のインポート",en+ja,vi,ja,608,,"",
UNIQUE,UNIQUE,load-balancer,"initial-setup","初期設定",en+ja,vi,ja,2298,,"",
UNIQUE,UNIQUE,load-balancer,"monitor-load-balancer","ロードバランサーの監視グラフ",en+ja,vi,ja,1579,,"",
UNIQUE,UNIQUE,load-balancer,"redirect-http-to-https","HTTP リクエストの HTTPS へのリダイレクト",en+ja,vi,ja,1272,,"",
UNIQUE,UNIQUE,load-balancer,"update-load-balancer","ロードバランサーの更新",en+ja,vi,ja,846,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"Initial-setup","Initial setup",en+vi,ja,en,1578,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"Version-List","Version list",en,vi+ja,en,3693,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"access-console","Access Console",en,vi+ja,en,1649,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"active-db-service","Activate database service",en,vi+ja,en,848,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"backup-job-mgmt","Backup job management",en,vi+ja,en,4529,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"backup-mgmt","Backup management",en,vi+ja,en,4547,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"backup-restore","Backup and restore",en,vi+ja,en,3439,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"benchmark-sysbench","Benchmark with Sysbench",en,vi+ja,en,4535,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"clickhouse-use-ha","ClickHouse high availability",en,vi+ja,en,1537,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"create-backup-service","バックアップサービスの作成",en+ja,vi,ja,2475,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"create-database-engine","Database Engine の作成",en+ja,vi,ja,1152,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"create-db","Create a database",en,vi+ja,en,10890,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"database-engine-version","Database Engine versions",en,vi+ja,en,722,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"database-feature-permissions","Database 機能の権限設定",en+ja,vi,ja,297,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-connect","Connect to a database",en,vi+ja,en,9857,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-engine-service","Database Engine service overview",en,vi+ja,en,1194,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-manage-operate","Db Manage Operate",en,vi+ja,en,2004,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-operation","Db Operation",en,vi+ja,en,2419,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-proxy","DB Proxy overview",en+ja,vi,en,6413,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"db-view-detail","Db View Detail",en,vi+ja,en,3218,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"deactive-db-service","Deactivate database service",en,vi+ja,en,833,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"deployment-model","Deployment Model",en,vi+ja,en,1772,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"fde-glossary","Fde Glossary",en,vi+ja,en,4845,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"iam","Iam",en,vi+ja,en,4924,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"kafka-user","Kafka User",en,vi+ja,en,5681,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"logs","Logs",en,vi+ja,en,1164,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"maintenance-window","Maintenance Window",en,vi+ja,en,3662,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"maintenance","Maintenance",en,vi+ja,en,3145,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"manage-backups","バックアップの管理",en+ja,vi,ja,383,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"manage-configuration","Configuration の管理",en+ja,vi,ja,1245,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"manage-database-engine","Database Engine の管理",en+ja,vi,ja,1250,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"manage-event-logs","イベントログの管理",en+ja,vi,ja,490,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"manage-resources","リソースの管理",en+ja,vi,ja,798,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"monitoring","Monitoring",en,vi+ja,en,4400,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"mysql-troubleshooting","Mysql Troubleshooting",en,vi+ja,en,13194,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"network-connectivity","Network Connectivity",en,vi+ja,en,2495,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"notification","Notification",en,vi+ja,en,6387,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"on-off-pitr","On Off Pitr",en,vi+ja,en,2598,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"param","Param",en,vi+ja,en,3012,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"process-monitoring","プロセスモニタリングの管理",en+ja,vi,ja,400,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"provision-database-engine","Database Engine のプロビジョニング",en+ja,vi,ja,276,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"push-s3","Push S3",en,vi+ja,en,5001,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"register-account","Register Account",en,vi+ja,en,1934,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"report-export","Report Export",en,vi+ja,en,6043,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"report-schedule","Report Schedule",en,vi+ja,en,7321,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"report","Report",en,vi+ja,en,361,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"resource","Resource",en,vi+ja,en,4498,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"restore-db","Restore Db",en,vi+ja,en,3928,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"role","Role",en,vi+ja,en,5444,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"subnet","Subnets",en,vi+ja,en,4661,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"update-delete-backup-job","バックアップジョブの更新と削除",en+ja,vi,ja,722,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"update-delete-backup-service","バックアップサービスの更新と削除",en+ja,vi,ja,842,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"upgrade-version","Upgrade Version",en,vi+ja,en,2455,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"user-group","User Group",en,vi+ja,en,3450,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"version-policy","Version Policy",en,vi+ja,en,3393,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"vertical-scaling","Vertical Scaling",en,vi+ja,en,7489,,"",
UNIQUE,UNIQUE,managed-fpt-database-engine,"view-db-list","View Db List",en,vi+ja,en,3049,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"access-clusters-detail-information","Access cluster detail information",en,vi+ja,en,890,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"add-worker-group","Add a worker group",en,vi+ja,en,1387,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"addding-gpu-worker-group","GPU Worker Group の追加",en+ja,vi,ja,1542,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"change-worker-groups-configuration","Change worker group configuration",en,vi+ja,en,981,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"changing-clusters-configuration","Change cluster configuration",en,vi+ja,en,406,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"container-level-auto-scaling","コンテナレベルの自動スケーリング",en+ja,vi,ja,1930,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"create-new-k8s-cluster","Create a new Kubernetes cluster",en,vi+ja,en,2575,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"delete-k8s-cluster","Delete a Kubernetes cluster",en,vi+ja,en,511,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"deploy-application-in-worker-pool","Deploy application in worker pool",en,vi+ja,en,2618,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"deploy-application-with-gpu-on-k8s","Deploy application with GPU on Kubernetes",en+ja,vi,en,4824,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"disable-cluster-autoscale","Cluster Autoscale の無効化",en+ja,vi,ja,891,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"enable-cluster-autoscale","Cluster Autoscale の有効化",en+ja,vi,ja,883,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"faqs-mfke","FAQs",en,vi+ja,en,1842,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"get-cluster-access-information","Get cluster access information",en,vi+ja,en,613,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"gpu-fpt-cloud-k8s","GPU service on FPT Kubernetes Engine",en,vi+ja,en,5524,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"gpu-fpt-cloud","GPU on FPT Cloud",en,vi+ja,en,305,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"how-to-use-gpu-in-kubernetes","Kubernetes での GPU の使用方法",en+ja,vi,ja,2460,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"managed-fpt-kubernetes-engine","Managed FPT Kubernetes Engine",en+vi,ja,vi,1415,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"initial-setup","Initial setup",en,vi+ja,en,2284,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"list-created-cluster","Xem danh sách Kubernetes Cluster đã tạo",en+vi,ja,vi,510,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"load-balancer-services","Load Balancer サービス",en+ja,vi,ja,3662,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"managing-k8s-cluster","Managing Kubernetes clusters",en,vi+ja,en,304,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"modify-cluster-autoscale-configuration","Cluster Autoscale 構成の変更",en+ja,vi,ja,754,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"node-level-auto-scaling","ノードレベルの自動スケーリング",en+ja,vi,ja,1028,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"notes-when-using-mfke","Notes when using MFKE",en,vi+ja,en,2073,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"setting-up-gpu-telemetry","GPU テレメトリーの設定",en+ja,vi,ja,3008,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"setup-k8s-cluster-for-gpu-usage","GPU 用 K8s クラスターのセットアップ",en+ja,vi,ja,1427,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"upgrade-k8s-version","Upgrade Kubernetes version",en,vi+ja,en,695,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"what-is-gpu","What is GPU",en,vi+ja,en,1526,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"why-you-should-use-gpu-in-cloud","Why use GPU on cloud",en,vi+ja,en,1286,,"",
UNIQUE,UNIQUE,managed-fpt-kubernetes-engine,"why-you-should-use-gpu-in-k8s","Why use GPU on Kubernetes",en,vi+ja,en,2123,,"",
UNIQUE,UNIQUE,managed-gpu-cluster-kubernetes-ja,"managed-gpu-cluster-kubernetes-ja","Managed GPU Cluster (Kubernetes)",en+vi,ja,vi,1967,,"",
UNIQUE,UNIQUE,metal-cloud-ja,"metal-cloud-ja","Metal Cloud",en+vi,ja,vi,410,,"",
UNIQUE,UNIQUE,model-fine-tuning,"about-jaist","About Jaist",en+vi,ja,vi,1264,,"",
UNIQUE,UNIQUE,model-fine-tuning,"business-impact","Business Impact",en+vi,ja,vi,1831,,"",
UNIQUE,UNIQUE,model-fine-tuning,"cancel-pipeline","Cancel Pipeline",en+vi,ja,vi,424,,"",
UNIQUE,UNIQUE,model-fine-tuning,"challenges","Challenges",en+vi,ja,vi,699,,"",
UNIQUE,UNIQUE,model-fine-tuning,"delete-pipeline","Delete Pipeline",en+vi,ja,vi,543,,"",
UNIQUE,UNIQUE,model-fine-tuning,"edit-pipeline","Edit Pipeline",en+vi,ja,vi,195,,"",
UNIQUE,UNIQUE,model-fine-tuning,"execution-details","Execution Details",en+vi,ja,vi,617,,"",
UNIQUE,UNIQUE,model-fine-tuning,"execution-history","Execution History",en+vi,ja,vi,421,,"",
UNIQUE,UNIQUE,model-fine-tuning,"faq","Faq",en+vi,ja,vi,2458,,"",
UNIQUE,UNIQUE,model-fine-tuning,"fine-tune-the-gemma-3-27B-instruct-model-for-financial-tasks","Fine Tune The Gemma 3 27B Instruct Model For Financial Tasks",en+vi,ja,en,1673,,"",
UNIQUE,UNIQUE,model-fine-tuning,"finish","Finish",en+vi,ja,vi,630,,"",
UNIQUE,UNIQUE,model-fine-tuning,"fpt-ai-factory-solution","Fpt Ai Factory Solution",en+vi,ja,vi,2959,,"",
UNIQUE,UNIQUE,model-fine-tuning,"how-to-create-pipeline","How To Create Pipeline",en+vi,ja,vi,1762,,"",
UNIQUE,UNIQUE,model-fine-tuning,"how-to-manage-pipeline","How To Manage Pipeline",en+vi,ja,vi,213,,"",
UNIQUE,UNIQUE,model-fine-tuning,"how-to-monitor-and-evaluate","How To Monitor And Evaluate",en+vi,ja,vi,710,,"",
UNIQUE,UNIQUE,model-fine-tuning,"model-fine-tuning","Model Fine-Tuning",en+vi,ja,vi,172,,"",
UNIQUE,UNIQUE,model-fine-tuning,"jaist-accelerates-japanese-llm-development-with-fpt-ai-factory","Model Fine-Tuning",en+vi,ja,en,620,,"",
UNIQUE,UNIQUE,model-fine-tuning,"logs","Logs",en+vi,ja,vi,692,,"",
UNIQUE,UNIQUE,model-fine-tuning,"model-metrics","Model Metrics",en+vi,ja,vi,2824,,"",
UNIQUE,UNIQUE,model-fine-tuning,"overview","Model Fine-Tuning",en+vi,ja,en,510,,"",
UNIQUE,UNIQUE,model-fine-tuning,"quick-start","Model Fine-Tuning",en+vi,ja,en,516,,"",
UNIQUE,UNIQUE,model-fine-tuning,"select-base-model","Select Base Model",en+vi,ja,en,5355,,"",
UNIQUE,UNIQUE,model-fine-tuning,"select-dataset-format","Select Dataset Format",en+vi,ja,en,31928,,"",
UNIQUE,UNIQUE,model-fine-tuning,"select-dataset","Select Dataset",en+vi,ja,en,3125,,"",
UNIQUE,UNIQUE,model-fine-tuning,"select-trainer","Select Trainer",en+vi,ja,vi,1918,,"",
UNIQUE,UNIQUE,model-fine-tuning,"select-volume","Select Volume",en+vi,ja,vi,772,,"",
UNIQUE,UNIQUE,model-fine-tuning,"set-up-hyperparameters","Set Up Hyperparameters",en+vi,ja,vi,6819,,"",
UNIQUE,UNIQUE,model-fine-tuning,"set-up-infrastructure","Set Up Infrastructure",en+vi,ja,vi,1857,,"",
UNIQUE,UNIQUE,model-fine-tuning,"sign-up-for-an-account","Sign Up For An Account",en+vi,ja,vi,2612,,"",
UNIQUE,UNIQUE,model-fine-tuning,"step-by-step","Step By Step",en+vi,ja,vi,1939,,"",
UNIQUE,UNIQUE,model-fine-tuning,"summary","Summary",en+vi,ja,vi,1371,,"",
UNIQUE,UNIQUE,model-fine-tuning,"system-metrics","System Metrics",en+vi,ja,vi,2414,,"",
UNIQUE,UNIQUE,model-fine-tuning,"what-is-model-fine-tuning","What Is Model Fine Tuning",en+vi,ja,vi,1531,,"",
UNIQUE,UNIQUE,model-fine-tuning,"when-to-use-model-fine-tuning","When To Use Model Fine Tuning",en+vi,ja,vi,873,,"",
UNIQUE,UNIQUE,model-hub,"Edit-version","バージョンの編集",en+ja,vi,ja,898,,"",
UNIQUE,UNIQUE,model-hub,"create-a-model","model の作成",en+ja,vi,ja,3093,,"",
UNIQUE,UNIQUE,model-hub,"create-version","バージョンの作成",en+ja,vi,ja,1287,,"",
UNIQUE,UNIQUE,model-hub,"delete-a-model","model の削除",en+ja,vi,ja,1391,,"",
UNIQUE,UNIQUE,model-hub,"download-files","ファイルのダウンロード",en+ja,vi,ja,1415,,"",
UNIQUE,UNIQUE,model-hub,"edit-a-model","model の編集",en+ja,vi,ja,1721,,"",
UNIQUE,UNIQUE,model-hub,"how-does-it-work","仕組み",en+ja,vi,ja,1036,,"",
UNIQUE,UNIQUE,model-hub,"how-to-create-model-version","model バージョンの作成",en+ja,vi,ja,390,,"",
UNIQUE,UNIQUE,model-hub,"how-to-share-a-model","model の共有",en+ja,vi,ja,367,,"",
UNIQUE,UNIQUE,model-hub,"how-to-upload-download-files-by-sdk","SDK によるファイルのアップロードとダウンロード",en+ja,vi,ja,416,,"",
UNIQUE,UNIQUE,model-hub,"how-to-use-model-catalog","Model Catalog の使用",en+ja,vi,ja,1499,,"",
UNIQUE,UNIQUE,model-hub,"how-to-use-model-from-other-sources-like-hugging-face","他のソースからの model の使用",en+ja,vi,ja,1926,,"",
UNIQUE,UNIQUE,model-hub,"overview","概要",en+ja,vi,ja,336,,"",
UNIQUE,UNIQUE,model-hub,"sign-up-for-an-account","アカウントの登録",en+ja,vi,ja,2637,,"",
UNIQUE,UNIQUE,model-hub,"start-using-services","サービスの利用開始",en+ja,vi,ja,370,,"",
UNIQUE,UNIQUE,model-hub,"top-up-balance","残高のチャージ",en+ja,vi,ja,151,,"",
UNIQUE,UNIQUE,model-hub,"upload-files","ファイルのアップロード",en+ja,vi,ja,1410,,"",
UNIQUE,UNIQUE,model-hub,"view-list-model-2","model 一覧の表示",en+ja,vi,ja,1625,,"",
UNIQUE,UNIQUE,model-hub,"view-model-details","model 詳細の表示",en+ja,vi,ja,2802,,"",
UNIQUE,UNIQUE,model-hub,"what-is-model-hub","Model Hub とは",en+ja,vi,ja,321,,"",
UNIQUE,UNIQUE,model-hub,"why-model-hub","Model Hub を使う理由",en+ja,vi,ja,1877,,"",
UNIQUE,UNIQUE,model-testing-interactive-sessions,"model-testing-interactive-sessions","Model Testing – Interactive Sessions",en+vi,ja,vi,187,,"",
UNIQUE,UNIQUE,nat_instance,"nat_instance","NAT Instance",en+vi,ja,vi,257,,"",
UNIQUE,UNIQUE,notification-bell,"notification-bell","Notification Bell",en+vi,ja,vi,357,,"",
UNIQUE,UNIQUE,policy-management,"overview-policy","Giới thiệu",en+vi,ja,vi,584,,"",
UNIQUE,UNIQUE,relation-management,"relation-management","Relation Management",en+vi,ja,vi,363,,"",
UNIQUE,UNIQUE,reporting,"reporting","Reporting",en+vi,ja,vi,361,,"",
UNIQUE,UNIQUE,sso-single-sign-on,"sso-single-sign-on","SSO (Single Sign-On)",en+vi,ja,vi,243,,"",
UNIQUE,UNIQUE,terraform,"terraform","Terraform",en+vi,ja,vi,771,,"",
UNIQUE,UNIQUE,trellix-customer-guide,"Create Agent Installation Package","Trellix Customer Guide",en,vi+ja,en,510,,"",
UNIQUE,UNIQUE,user-token,"how-to-create-an-user-token","ユーザートークンの作成方法",en+ja,vi,ja,2105,,"",
UNIQUE,UNIQUE,user-token,"quick-start","クイックスタート",en+ja,vi,ja,1180,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"Authenticate-Certificate mode-1","Authenticate certificate mode",en,vi+ja,en,171,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"VPN-Activity","Xem Activity log VPN",en+vi,ja,vi,317,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"VPN-Site-to-Site-Configuration-between-FCI-and-AWS-(Virtual-private-gateways)-guide","VPN Site-to-Site configuration between FCI and AWS (Virtual Private Gateways)",en,vi+ja,en,224,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"VPN-Site-to-Site-Configuration-between-FCI-and-AWS-(transit-gateway)-guide","VPN Site-to-Site configuration between FCI and AWS (Transit Gateway)",en,vi+ja,en,206,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"VPN-Site-to-Site-Configuration-with-Fortigate-guide","Cấu hình VPN Site-to-Site với Fortigate",en+vi,ja,vi,5474,,"",
UNIQUE,UNIQUE,vpn-site-to-site,"VPN-Site-to-Site-Configuration-with-Palo-Alto-guide","Cấu hình VPN Site-to-Site với Palo Alto",en+vi,ja,vi,5882,,"",
